+---+---------------------+---+---------------------+---------------------+--------------------+-----------------------+---------------------+
| S |          p          | N |         <K>         |         <d>         |       log N        |        log <K>        |   log N / log <K>   |
| 5 |         0.5         | 8 |         3.65        |  1.542857142857143  | 2.0794415416798357 |    1.2947271675944    |  1.6060847364031396 |
| 5 |         0.5         | 9 |  4.488888888888889  |  1.4555555555555555 | 2.1972245773362196 |   1.501605207630885   |  1.4632505043072062 |
| 5 |         0.6         | 5 |         2.08        |         1.58        | 1.6094379124341003 |   0.7323678937132266  |  2.1975811968954337 |
| 5 |         0.6         | 6 |  2.6666666666666665 |  1.2100000000000002 | 1.791759469228055  |   0.9808292530117262  |  1.826780210445695  |
| 5 |         0.6         | 7 |  3.6571428571428575 |  1.4190476190476193 | 1.9459101490553132 |   1.2966822024302036  |  1.5006839342811567 |
| 5 |         0.6         | 8 |         4.55        |  1.357142857142857  | 2.0794415416798357 |   1.5151272329628591  |  1.3724534127826675 |
| 5 |         0.6         | 9 |  4.666666666666667  |  1.4444444444444444 | 2.1972245773362196 |   1.540445040947149   |  1.4263570065344537 |
| 5 |  0.7000000000000001 | 5 |         2.88        |         1.28        | 1.6094379124341003 |   1.0577902941478545  |  1.5215094346565616 |
| 5 |  0.7000000000000001 | 6 |         3.6         |  1.2799999999999998 | 1.791759469228055  |   1.2809338454620642  |  1.398791573488109  |
| 5 |  0.7000000000000001 | 7 |  3.657142857142857  |  1.4380952380952379 | 1.9459101490553132 |   1.2966822024302034  |  1.500683934281157  |
| 5 |  0.7000000000000001 | 8 |         4.95        |  1.292857142857143  | 2.0794415416798357 |   1.599387576580599   |  1.3001486144625216 |
| 5 |  0.7000000000000001 | 9 |         5.6         |  1.3111111111111113 | 2.1972245773362196 |   1.7227665977411035  |  1.2754046776952994 |
| 5 |         0.8         | 5 |         3.04        |         1.24        | 1.6094379124341003 |   1.1118575154181303  |  1.447521728383378  |
| 5 |         0.8         | 6 |  4.266666666666667  |  1.146666666666667  | 1.791759469228055  |   1.4508328822574619  |  1.2349868073296764 |
| 5 |         0.8         | 7 |  4.571428571428571  |  1.238095238095238  | 1.9459101490553132 |   1.519825753744413   |  1.2803508193364608 |
| 5 |         0.8         | 8 |         5.7         |  1.1857142857142857 | 2.0794415416798357 |   1.7404661748405046  |  1.1947612494511102 |
| 5 |         0.8         | 9 |  6.711111111111111  |  1.1611111111111112 | 2.1972245773362196 |   1.9037645276045498  |  1.154147241151153  |
| 5 |         0.9         | 5 |         3.84        |         1.04        | 1.6094379124341003 |   1.3454723665996355  |  1.1961880097928548 |
| 5 |         0.9         | 6 |         4.4         |  1.1199999999999999 | 1.791759469228055  |   1.4816045409242156  |  1.209337187985646  |
| 5 |         0.9         | 7 |  5.257142857142857  |  1.1238095238095238 | 1.9459101490553132 |   1.659587696119572   |  1.1725262567354633 |
| 5 |         0.9         | 8 |         6.05        |  1.1357142857142857 | 2.0794415416798357 |    1.80005827204275   |  1.1552079029752935 |
| 5 |         0.9         | 9 |  7.0666666666666655 |  1.1166666666666667 | 2.1972245773362196 |   1.9553888930098569  |  1.1236765152910908 |
| 6 |         0.1         | 5 |  0.5333333333333333 | 0.33796296296296297 | 1.6094379124341003 |  -0.6286086594223742  | -2.5603177562221395 |
| 6 |         0.1         | 6 |  0.5555555555555555 |  0.3111111111111111 | 1.791759469228055  |  -0.5877866649021192  | -3.0483159558007777 |
| 6 |         0.1         | 7 |  0.5714285714285714 |  0.3611111111111111 | 1.9459101490553132 |  -0.5596157879354228  |  -3.477225251693333 |
| 6 |         0.1         | 8 |  1.0833333333333333 |  0.5707671957671958 | 2.0794415416798357 |  0.08004270767353636  |  25.97915040756847  |
| 6 |         0.1         | 9 |  0.7407407407407408 | 0.33984126984126983 | 2.1972245773362196 |   -0.300104592450338  | -7.3215293354760025 |
| 6 |         0.2         | 5 |  0.5333333333333333 |  0.3333333333333333 | 1.6094379124341003 |  -0.6286086594223742  | -2.5603177562221395 |
| 6 |         0.2         | 6 |  1.0555555555555556 |  0.8453703703703704 | 1.791759469228055  |  0.05406722127027579  |  33.139477619374155 |
| 6 |         0.2         | 7 |  1.1904761904761905 |  0.9415343915343916 | 1.9459101490553132 |  0.17435338714477774  |  11.160724669142725 |
| 6 |         0.2         | 8 |        1.375        |  0.9332671957671957 | 2.0794415416798357 |   0.3184537311185346  |  6.529807436628299  |
| 6 |         0.2         | 9 |  1.6666666666666667 |  1.1066931216931217 | 2.1972245773362196 |   0.5108256237659907  |  4.301320206174247  |
| 6 | 0.30000000000000004 | 5 |  1.2666666666666668 |  0.924074074074074  | 1.6094379124341003 |  0.23638877806423053  |  6.808436194026058  |
| 6 | 0.30000000000000004 | 6 |  1.277777777777778  |  1.0185185185185184 | 1.791759469228055  |   0.2451224580329851  |   7.30965038294021  |
| 6 | 0.30000000000000004 | 7 |  2.142857142857143  |  1.027777777777778  | 1.9459101490553132 |   0.7621400520468967  |  2.5532185899811175 |
| 6 | 0.30000000000000004 | 8 |        2.125        |  1.2555555555555558 | 2.0794415416798357 |   0.7537718023763802  |  2.758714952090381  |
| 6 | 0.30000000000000004 | 9 |  2.185185185185185  |  1.3088624338624337 | 2.1972245773362196 |   0.7817005779013904  |  2.810826343809348  |
| 6 |         0.4         | 5 |  1.6666666666666667 |  1.222222222222222  | 1.6094379124341003 |   0.5108256237659907  |  3.150660103087123  |
| 6 |         0.4         | 6 |  2.055555555555556  |  0.9166666666666666 | 1.791759469228055  |   0.7205461547480598  |  2.4866685602597474 |
| 6 |         0.4         | 7 |  2.2857142857142856 |  1.6285714285714283 | 1.9459101490553132 |   0.8266785731844679  |   2.35388966422515  |
| 6 |         0.4         | 8 |  2.3333333333333335 |  1.6611111111111112 | 2.0794415416798357 |   0.8472978603872037  |  2.4542036973037544 |
| 6 |         0.4         | 9 |  3.3333333333333335 |  1.3528439153439153 | 2.1972245773362196 |   1.2039728043259361  |  1.8249785787863968 |
| 6 |         0.5         | 5 |  2.066666666666667  |  1.2416666666666667 | 1.6094379124341003 |   0.7259370033829363  |  2.2170490069165294 |
| 6 |         0.5         | 6 |  2.555555555555556  |  1.4416666666666667 | 1.791759469228055  |   0.9382696385929304  |  1.9096423837342267 |
| 6 |         0.5         | 7 |  2.5714285714285716 |  1.6376984126984127 | 1.9459101490553132 |   0.9444616088408515  |  2.060338007220379  |
| 6 |         0.5         | 8 |  3.5833333333333335 |  1.5297619047619049 | 2.0794415416798357 |   1.2762934659055623  |  1.6292816638408627 |
| 6 |         0.5         | 9 |  4.111111111111112  |  1.5324074074074074 | 2.1972245773362196 |   1.4136933353080052  |  1.554244136588155  |
| 6 |         0.6         | 5 |  2.7999999999999994 |  1.3333333333333333 | 1.6094379124341003 |   1.0296194171811581  |  1.5631386564565197 |
| 6 |         0.6         | 6 |  2.9444444444444446 |  1.4777777777777779 | 1.791759469228055  |   1.0799201556559572  |  1.659159207135751  |
| 6 |         0.6         | 7 |  3.380952380952381  |  1.5793650793650793 | 1.9459101490553132 |   1.2181574393178924  |  1.5974208967150634 |
| 6 |         0.6         | 8 |  4.208333333333333  |  1.4404761904761905 | 2.0794415416798357 |   1.4370666864933137  |  1.447004207406704  |
| 6 |         0.6         | 9 |   5.37037037037037  |  1.347222222222222  | 2.1972245773362196 |   1.6808968764162453  |  1.3071739308724342 |
| 6 |  0.7000000000000001 | 5 |  2.466666666666667  |  1.4500000000000002 | 1.6094379124341003 |   0.9028677115420144  |  1.782584416143678  |
| 6 |  0.7000000000000001 | 6 |         3.0         |  1.4555555555555557 | 1.791759469228055  |   1.0986122886681098  |  1.6309297535714573 |
| 6 |  0.7000000000000001 | 7 |  3.619047619047619  |  1.4047619047619049 | 1.9459101490553132 |   1.286210902562908   |  1.5129013019388082 |
| 6 |  0.7000000000000001 | 8 |  5.208333333333333  |  1.2619047619047619 | 2.0794415416798357 |   1.6502599069543555  |  1.2600691157295085 |
| 6 |  0.7000000000000001 | 9 |  5.4444444444444455 |  1.337962962962963  | 2.1972245773362196 |   1.6945957207744073  |  1.2966069431192224 |
| 6 |         0.8         | 5 |  3.066666666666667  |         1.25        | 1.6094379124341003 |   1.120591195386885   |  1.4362400124680978 |
| 6 |         0.8         | 6 |  3.722222222222222  |  1.2666666666666666 | 1.791759469228055  |   1.3143208614948012  |  1.363258791456946  |
| 6 |         0.8         | 7 |  4.9523809523809526 |  1.1746031746031746 | 1.9459101490553132 |   1.5998684614179497  |  1.2162938366387133 |
| 6 |         0.8         | 8 |  5.791666666666667  |  1.1726190476190477 | 2.0794415416798357 |   1.7564201027827462  |  1.1839089853192397 |
| 6 |         0.8         | 9 |  6.7407407407407405 |  1.1574074074074074 | 2.1972245773362196 |   1.9081698210724662  |  1.1514827208100866 |
| 6 |         0.9         | 5 |  3.466666666666667  |  1.1333333333333333 | 1.6094379124341003 |   1.2431935174792172  |  1.294599665945415  |
| 6 |         0.9         | 6 |  4.555555555555555  |  1.0888888888888886 | 1.791759469228055  |   1.5163474893680884  |  1.1816285394944266 |
| 6 |         0.9         | 7 |  5.476190476190475  |  1.0873015873015872 | 1.9459101490553132 |   1.700409690639827   |  1.1443772402420913 |
| 6 |         0.9         | 8 |  6.083333333333333  |  1.1309523809523812 | 2.0794415416798357 |   1.8055527913603908  |  1.1516924631780407 |
| 6 |         0.9         | 9 |  7.222222222222222  |  1.097222222222222  | 2.1972245773362196 |   1.9771626925594177  |  1.1113018597836954 |
| 7 |         0.1         | 5 | 0.34285714285714286 |         0.25        | 1.6094379124341003 |  -1.0704414117014134  |  -1.503527325120932 |
| 7 |         0.1         | 6 | 0.23809523809523808 | 0.14285714285714285 | 1.791759469228055  |  -1.4350845252893227  | -1.2485393282788162 |
| 7 |         0.1         | 7 |  0.7346938775510203 | 0.46428571428571425 | 1.9459101490553132 |  -0.3083013596545167  |  -6.311714457684861 |
| 7 |         0.1         | 8 |  0.8214285714285714 |  0.4807256235827664 | 2.0794415416798357 |  -0.19671029424605427 | -10.571086529303722 |
| 7 |         0.1         | 9 |  1.0476190476190474 |  0.6284580498866212 | 2.1972245773362196 |   0.0465200156348927  |  47.231810809800635 |
| 7 |         0.2         | 5 |  0.7428571428571429 | 0.34920634920634924 | 1.6094379124341003 |  -0.2972515234679316  |  -5.414397523206408 |
| 7 |         0.2         | 6 |  0.9047619047619048 |  0.6412698412698413 | 1.791759469228055  |  -0.10008345855698253 | -17.902653396094586 |
| 7 |         0.2         | 7 |  0.8163265306122448 |  0.5166666666666667 | 1.9459101490553132 |  -0.20294084399669043 |  -9.588558472177475 |
| 7 |         0.2         | 8 |  1.2857142857142858 |  0.8639455782312925 | 2.0794415416798357 |  0.25131442828090617  |  8.274262468351179  |
| 7 |         0.2         | 9 |  1.809523809523809  |  1.446031746031746  | 2.1972245773362196 |   0.5930637220029625  |  3.7048709874134635 |
| 7 | 0.30000000000000004 | 5 |         1.2         |  0.9666666666666666 | 1.6094379124341003 |   0.1823215567939546  |  8.827469119589406  |
| 7 | 0.30000000000000004 | 6 |  1.619047619047619  |  0.9142857142857144 | 1.791759469228055  |   0.4818380868927384  |  3.7185924441604326 |
| 7 | 0.30000000000000004 | 7 |  1.9591836734693877 |  1.526927437641723  | 1.9459101490553132 |   0.6725278933572096  |   2.89342667906527  |
| 7 | 0.30000000000000004 | 8 |  1.8928571428571428 |  1.0073696145124715 | 2.0794415416798357 |   0.6380874033769178  |  3.258866309967744  |
| 7 | 0.30000000000000004 | 9 |  2.5714285714285716 |  1.4855442176870748 | 2.1972245773362196 |   0.9444616088408515  |  2.3264308011766603 |
| 7 |         0.4         | 5 |  1.2571428571428573 |  1.0690476190476192 | 1.6094379124341003 |  0.22884157242884764  |  7.0329787343797125 |
| 7 |         0.4         | 6 |  2.238095238095238  |  1.4476190476190478 | 1.791759469228055  |   0.8056251639866356  |  2.2240609520704817 |
| 7 |         0.4         | 7 |  2.4081632653061225 |  1.8843537414965985 | 1.9459101490553132 |   0.8788643263550382  |  2.2141189381593085 |
| 7 |         0.4         | 8 |  2.9285714285714284 |  1.4882086167800455 | 2.0794415416798357 |   1.074514737089049   |  1.9352378054052735 |
| 7 |         0.4         | 9 |  3.555555555555556  |  1.5031179138321993 | 2.1972245773362196 |   1.2685113254635072  |  1.732128466833645  |
| 7 |         0.5         | 5 |  2.228571428571428  |  1.5714285714285714 | 1.6094379124341003 |   0.8013607652001778  |  2.0083812214490773 |
| 7 |         0.5         | 6 |  2.5714285714285716 |  1.380952380952381  | 1.791759469228055  |   0.9444616088408515  |  1.897122606632049  |
| 7 |         0.5         | 7 |  2.979591836734694  |  1.6326530612244898 | 1.9459101490553132 |   1.0917863235977099  |  1.7823177548543117 |
| 7 |         0.5         | 8 |  3.3214285714285716 |  1.6683673469387752 | 2.0794415416798357 |   1.200394982978052   |  1.7322977612926729 |
| 7 |         0.5         | 9 |  3.746031746031746  |  1.603174603174603  | 2.1972245773362196 |   1.3206970786340775  |  1.6636854982739002 |
| 7 |         0.6         | 5 |  2.3428571428571425 |  1.2666666666666668 | 1.6094379124341003 |   0.8513711857748393  |  1.8904068393732856 |
| 7 |         0.6         | 6 |  2.7142857142857144 |  1.561904761904762  | 1.791759469228055  |   0.9985288301111273  |  1.7943993354990544 |
| 7 |         0.6         | 7 |  3.877551020408163  |  1.380952380952381  | 1.9459101490553132 |   1.3552037740498595  |  1.4358801136158295 |
| 7 |         0.6         | 8 |         4.25        |  1.4132653061224492 | 2.0794415416798357 |   1.4469189829363254  |  1.4371513306570156 |
| 7 |         0.6         | 9 |  5.142857142857143  |  1.3571428571428572 | 2.1972245773362196 |   1.6376087894007967  |  1.3417273964071645 |
| 7 |  0.7000000000000001 | 5 |  2.742857142857143  |  1.385714285714286  | 1.6094379124341003 |   1.0090001299784226  |  1.595081967401251  |
| 7 |  0.7000000000000001 | 6 |  3.333333333333333  |  1.342857142857143  | 1.791759469228055  |   1.203972804325936   |  1.4882059318866436 |
| 7 |  0.7000000000000001 | 7 |  4.244897959183673  |  1.2993197278911564 | 1.9459101490553132 |   1.4457177815906912  |  1.3459820262529187 |
| 7 |  0.7000000000000001 | 8 |  4.821428571428571  |  1.3214285714285714 | 2.0794415416798357 |   1.5730702682632254  |  1.3218999707976669 |
| 7 |  0.7000000000000001 | 9 |  5.047619047619048  |  1.3809523809523812 | 2.1972245773362196 |   1.6189166563886443  |  1.3572190814551384 |
| 7 |         0.8         | 5 |         3.2         |  1.1999999999999997 | 1.6094379124341003 |   1.1631508098056809  |  1.383688081430281  |
| 7 |         0.8         | 6 |  4.047619047619048  |         1.2         | 1.791759469228055  |   1.3981288187668937  |  1.2815410462737842 |
| 7 |         0.8         | 7 |  5.346938775510204  |  1.1088435374149659 | 1.9459101490553132 |   1.6765242056504703  |  1.160681213248767  |
| 7 |         0.8         | 8 |  5.321428571428571  |  1.239795918367347  | 2.0794415416798357 |   1.6717417957702552  |  1.2438772225119448 |
| 7 |         0.8         | 9 |   6.57142857142857  |  1.1785714285714286 | 2.1972245773362196 |   1.8827312474337816  |  1.167041010410329  |
| 7 |         0.9         | 5 |  3.542857142857143  |  1.1142857142857143 | 1.6094379124341003 |   1.2649335041156233  |  1.2723498169647556 |
| 7 |         0.9         | 6 |  4.571428571428571  |  1.0857142857142856 | 1.791759469228055  |   1.519825753744413   |  1.178924271294703  |
| 7 |         0.9         | 7 |  5.224489795918367  |  1.1292517006802723 | 1.9459101490553132 |   1.6533571463689358  |  1.176944832112575  |
| 7 |         0.9         | 8 |  6.321428571428571  |  1.096938775510204  | 2.0794415416798357 |   1.8439452223986252  |  1.1277132945277377 |
| 7 |         0.9         | 9 |  7.301587301587302  |  1.0873015873015872 | 2.1972245773362196 |   1.9880917630916082  |  1.105192737139757  |
| 8 |         0.1         | 5 | 0.15000000000000002 | 0.08680555555555555 | 1.6094379124341003 |   -1.897119984885881  | -0.8483585251625052 |
| 8 |         0.1         | 6 | 0.37499999999999994 |  0.2333333333333333 | 1.791759469228055  |  -0.9808292530117264  | -1.8267802104456945 |
| 8 |         0.1         | 7 |  0.5357142857142857 |  0.3833333333333333 | 1.9459101490553132 |  -0.6241543090729939  |  -3.117674781329984 |
| 8 |         0.1         | 8 |        0.625        | 0.30674603174603177 | 2.0794415416798357 |  -0.4700036292457356  |  -4.424309542070845 |
| 8 |         0.1         | 9 |  0.8333333333333333 |  0.4628373015873015 | 2.1972245773362196 |  -0.1823215567939547  | -12.051370205330945 |
| 8 |         0.2         | 5 |  0.8000000000000002 |  0.6770833333333333 | 1.6094379124341003 |  -0.22314355131420957 |  -7.212567439010785 |
| 8 |         0.2         | 6 |        0.625        |  0.3902777777777778 | 1.791759469228055  |  -0.4700036292457356  | -3.8122247526119755 |
| 8 |         0.2         | 7 |  1.2857142857142856 |  0.6086805555555556 | 1.9459101490553132 |   0.251314428280906   |  7.742930488974066  |
| 8 |         0.2         | 8 |        1.4375       |  1.3250992063492062 | 2.0794415416798357 |   0.3629054936893685  |  5.729980884389004  |
| 8 |         0.2         | 9 |  1.6388888888888888 |  1.1226190476190476 | 2.1972245773362196 |   0.4940185054496094  |   4.4476564199483   |
| 8 | 0.30000000000000004 | 5 |  0.7999999999999999 |  0.4305555555555556 | 1.6094379124341003 |  -0.22314355131420985 |  -7.212567439010776 |
| 8 | 0.30000000000000004 | 6 |  1.3333333333333335 |  1.2451388888888888 | 1.791759469228055  |   0.287682072451781   |  6.2282625189596255 |
| 8 | 0.30000000000000004 | 7 |         1.75        |  1.300892857142857  | 1.9459101490553132 |   0.5596157879354227  |  3.4772252516933335 |
| 8 | 0.30000000000000004 | 8 |       2.21875       |  1.517857142857143  | 2.0794415416798357 |   0.7969439742415889  |  2.609269420298628  |
| 8 | 0.30000000000000004 | 9 |  2.166666666666667  |  1.6517857142857144 | 2.1972245773362196 |   0.7731898882334819  |  2.8417657948893384 |
| 8 |         0.4         | 5 |  1.6999999999999997 |  1.122222222222222  | 1.6094379124341003 |   0.5306282510621703  |  3.033079956094409  |
| 8 |         0.4         | 6 |        2.125        |  1.6416666666666666 | 1.791759469228055  |   0.7537718023763802  |  2.3770582337774653 |
| 8 |         0.4         | 7 |  2.4285714285714284 |  1.4779761904761903 | 1.9459101490553132 |   0.8873031950009027  |  2.193061131773941  |
| 8 |         0.4         | 8 |        2.9375       |  1.6124007936507936 | 2.0794415416798357 |   1.0775588794702773  |  1.9297706893771587 |
| 8 |         0.4         | 9 |  3.0277777777777777 |  1.7219742063492063 | 2.1972245773362196 |   1.1078289437730338  |  1.9833608696419611 |
| 8 |         0.5         | 5 |         1.75        |  1.3854166666666667 | 1.6094379124341003 |   0.5596157879354227  |  2.8759694546355843 |
| 8 |         0.5         | 6 |  2.5416666666666665 |  1.4895833333333333 | 1.791759469228055  |   0.9328200338253656  |  1.9207986581080359 |
| 8 |         0.5         | 7 |  2.9285714285714284 |  1.3607142857142858 | 1.9459101490553132 |   1.074514737089049   |  1.8109664594521502 |
| 8 |         0.5         | 8 |         3.25        |  1.5059523809523812 | 2.0794415416798357 |   1.1786549963416462  |  1.7642495455702345 |
| 8 |         0.5         | 9 |  4.166666666666666  |       1.53125       | 2.1972245773362196 |   1.4271163556401456  |  1.5396253911970865 |
| 8 |         0.6         | 5 |         2.65        |        1.225        | 1.6094379124341003 |   0.9745596399981308  |  1.6514514313738533 |
| 8 |         0.6         | 6 |  3.333333333333333  |  1.2958333333333334 | 1.791759469228055  |   1.203972804325936   |  1.4882059318866436 |
| 8 |         0.6         | 7 |  3.3928571428571432 |  1.5297619047619049 | 1.9459101490553132 |   1.221672381425337   |  1.5928248674861596 |
| 8 |         0.6         | 8 |       4.03125       |  1.4553571428571428 | 2.0794415416798357 |   1.3940765015619456  |  1.491626563786131  |
| 8 |         0.6         | 9 |  4.972222222222223  |  1.3888888888888888 | 2.1972245773362196 |   1.6038668673846452  |  1.3699544656840106 |
| 8 |  0.7000000000000001 | 5 |  2.9000000000000004 |        1.3125       | 1.6094379124341003 |   1.0647107369924285  |  1.5116198761932327 |
| 8 |  0.7000000000000001 | 6 |  3.4583333333333335 |  1.3083333333333333 | 1.791759469228055  |   1.2407867774486523  |  1.4440510664631125 |
| 8 |  0.7000000000000001 | 7 |  3.9285714285714284 |  1.3630952380952381 | 1.9459101490553132 |   1.3682758556172123  |  1.4221621620134028 |
| 8 |  0.7000000000000001 | 8 |       4.84375       |  1.3080357142857142 | 2.0794415416798357 |    1.57768921411952   |  1.3180298902153138 |
| 8 |  0.7000000000000001 | 9 |  5.305555555555556  |       1.34375       | 2.1972245773362196 |    1.66875448959052   |  1.3166853428962915 |
| 8 |         0.8         | 5 |  3.4999999999999996 |        1.125        | 1.6094379124341003 |   1.2527629684953678  |  1.2847106379326627 |
| 8 |         0.8         | 6 |  4.041666666666666  |  1.1916666666666667 | 1.791759469228055  |   1.396657148155437   |  1.2828914179793007 |
| 8 |         0.8         | 7 |  4.892857142857143  |  1.1845238095238095 | 1.9459101490553132 |   1.587776415652921   |  1.225556778568928  |
| 8 |         0.8         | 8 |       5.34375       |  1.2366071428571428 | 2.0794415416798357 |   1.6759276537029333  |  1.2407704694682646 |
| 8 |         0.8         | 9 |  6.472222222222221  |  1.190972222222222  | 2.1972245773362196 |   1.8675195151095905  |  1.1765470505443587 |
| 8 |         0.9         | 5 |  3.4000000000000004 |  1.1500000000000001 | 1.6094379124341003 |   1.2237754316221159  |  1.3151415454555975 |
| 8 |         0.9         | 6 |  4.541666666666666  |  1.0916666666666666 | 1.791759469228055  |   1.513294051881198   |  1.1840127614330425 |
| 8 |         0.9         | 7 |  5.428571428571429  |  1.0952380952380953 | 1.9459101490553132 |   1.6916760106710724  |  1.1502853600692655 |
| 8 |         0.9         | 8 |       6.40625       |  1.0848214285714286 | 2.0794415416798357 |   1.8572740763386817  |  1.1196201832414103 |
| 8 |         0.9         | 9 |         7.25        |       1.09375       | 2.1972245773362196 |   1.9810014688665833  |  1.1091483837179317 |
| 9 |         0.1         | 5 | 0.26666666666666666 | 0.16049382716049382 | 1.6094379124341003 |  -1.3217558399823195  | -1.2176514479827296 |
| 9 |         0.1         | 6 | 0.48148148148148145 | 0.35308641975308647 | 1.791759469228055  |  -0.7308875085427924  |  -2.451484596857288 |
| 9 |         0.1         | 7 |  0.7619047619047618 |  0.4722222222222222 | 1.9459101490553132 |   -0.271933715483642  |  -7.155825255409965 |
| 9 |         0.1         | 8 |  0.7777777777777778 | 0.39735449735449735 | 2.0794415416798357 |  -0.25131442828090605 |  -8.274262468351182 |
| 9 |         0.1         | 9 |  0.7901234567901235 |  0.5023809523809524 | 2.1972245773362196 |  -0.23556607131276683 |  -9.327423788542582 |
| 9 |         0.2         | 5 |  0.5777777777777778 | 0.44074074074074077 | 1.6094379124341003 |  -0.5485659517488376  | -2.9339004859911277 |
| 9 |         0.2         | 6 |  0.9629629629629629 |  0.5907407407407407 | 1.791759469228055  | -0.037740327982847086 |  -47.47599093580762 |
| 9 |         0.2         | 7 |  1.2063492063492065 |  0.7864638447971781 | 1.9459101490553132 |   0.1875986138947985  |  10.372732018939864 |
| 9 |         0.2         | 8 |  1.8888888888888888 |  1.3529100529100528 | 2.0794415416798357 |   0.6359887667199967  |  3.269619921754593  |
| 9 |         0.2         | 9 |  1.5555555555555556 |  1.087874779541446  | 2.1972245773362196 |  0.44183275227903923  |  4.972978046563111  |
| 9 | 0.30000000000000004 | 5 |  1.2888888888888888 |  1.0308641975308643 | 1.6094379124341003 |  0.25378052077609947  |  6.341849671961402  |
| 9 | 0.30000000000000004 | 6 |  2.0740740740740744 |  1.5240740740740741 | 1.791759469228055  |   0.7295148247308203  |  2.4560974067787953 |
| 9 | 0.30000000000000004 | 7 |  1.523809523809524  |  1.0186067019400353 | 1.9459101490553132 |  0.42121346507630364  |  4.619771945568758  |
| 9 | 0.30000000000000004 | 8 |  1.9444444444444444 |  1.6711640211640213 | 2.0794415416798357 |   0.664976303593249   |  3.127091191736335  |
| 9 | 0.30000000000000004 | 9 |  2.469135802469136  |  1.6801146384479722 | 2.1972245773362196 |   0.9038682118755981  |  2.4309125472803217 |
| 9 |         0.4         | 5 |  1.7777777777777777 |  1.282716049382716  | 1.6094379124341003 |   0.5753641449035618  |  2.7972509699989425 |
| 9 |         0.4         | 6 |         2.0         |  1.488888888888889  | 1.791759469228055  |   0.6931471805599453  |  2.584962500721156  |
| 9 |         0.4         | 7 |  2.507936507936508  |  1.3703703703703705 | 1.9459101490553132 |   0.9194603066354341  |  2.116361233880721  |
| 9 |         0.4         | 8 |  3.138888888888889  |  1.5383597883597886 | 2.0794415416798357 |   1.1438688802562305  |  1.817902014445951  |
| 9 |         0.4         | 9 |  2.888888888888889  |  1.4865961199294533 | 2.1972245773362196 |   1.0608719606852626  |  2.0711496379986687 |
| 9 |         0.5         | 5 |         2.0         |  1.462962962962963  | 1.6094379124341003 |   0.6931471805599453  |  2.321928094887362  |
| 9 |         0.5         | 6 |  2.444444444444444  |  1.575925925925926  | 1.791759469228055  |   0.8938178760220964  |  2.0046135989159386 |
| 9 |         0.5         | 7 |  2.698412698412698  |  1.3566137566137568 | 1.9459101490553132 |   0.9926637106587289  |  1.960291414062082  |
| 9 |         0.5         | 8 |  3.3055555555555554 |  1.6111111111111112 | 2.0794415416798357 |   1.1956045546554193  |  1.7392385580859082 |
| 9 |         0.5         | 9 |  3.8518518518518516 |  1.5709876543209877 | 2.1972245773362196 |   1.3485540331370436  |  1.6293189025766919 |
| 9 |         0.6         | 5 |  2.5777777777777775 |  1.333333333333333  | 1.6094379124341003 |   0.9469277013360448  |  1.6996418102071602 |
| 9 |         0.6         | 6 |  2.8888888888888893 |  1.3759259259259258 | 1.791759469228055  |   1.0608719606852628  |  1.6889497843553904 |
| 9 |         0.6         | 7 |  3.7142857142857144 |  1.4074074074074074 | 1.9459101490553132 |   1.3121863889661687  |  1.4829525480663124 |
| 9 |         0.6         | 8 |  4.111111111111111  |  1.3253968253968254 | 2.0794415416798357 |   1.413693335308005   |  1.4709283051311708 |
| 9 |         0.6         | 9 |  5.111111111111112  |  1.3611111111111112 | 2.1972245773362196 |   1.6314168191528757  |  1.346819863287387  |
| 9 |  0.7000000000000001 | 5 |  2.577777777777778  |  1.262962962962963  | 1.6094379124341003 |   0.946927701336045   |  1.6996418102071598 |
| 9 |  0.7000000000000001 | 6 |  3.5555555555555554 |  1.2888888888888888 | 1.791759469228055  |   1.2685113254635072  |  1.4124899267835513 |
| 9 |  0.7000000000000001 | 7 |  3.9365079365079367 |  1.3544973544973544 | 1.9459101490553132 |   1.3702940197734494  |  1.4200676066418434 |
| 9 |  0.7000000000000001 | 8 |  5.138888888888889  |  1.265873015873016  | 2.0794415416798357 |   1.636836886622215   |  1.270402419859307  |
| 9 |  0.7000000000000001 | 9 |   5.45679012345679  |  1.3209876543209877 | 2.1972245773362196 |   1.6968607274052594  |  1.294876203951097  |
| 9 |         0.8         | 5 |  2.977777777777778  |  1.2666666666666666 | 1.6094379124341003 |   1.0911773101805917  |  1.4749554425464872 |
| 9 |         0.8         | 6 |  4.037037037037037  |  1.1925925925925924 | 1.791759469228055  |   1.3955110162248148  |  1.283945055536133  |
| 9 |         0.8         | 7 |  4.9523809523809526 |  1.1746031746031746 | 1.9459101490553132 |   1.5998684614179497  |  1.2162938366387133 |
| 9 |         0.8         | 8 |  5.722222222222222  |  1.1825396825396826 | 2.0794415416798357 |   1.7443572303334711  |  1.1920961518199493 |
| 9 |         0.8         | 9 |  6.493827160493827  |  1.1882716049382716 | 2.1972245773362196 |   1.870852058065271   |  1.1744512709403996 |
| 9 |         0.9         | 5 |  3.4222222222222225 |  1.1444444444444444 | 1.6094379124341003 |   1.2302901126433095  |  1.3081775557605533 |
| 9 |         0.9         | 6 |  4.407407407407408  |  1.1185185185185185 | 1.791759469228055  |   1.4832866271072005  |  1.2079657676968731 |
